topology,timestep,method,reward,feat_PR,chosen_mlu,chosen_disturbance,pathopt_mlu,dqn_used,gnn_used,lpd_used,criticality_backend,heuristic_used,active_od_count,k_cap,initial_selected_k,final_selected_k,selected_k,k_escalation_used,k_escalation_steps,k_cap_hit,full_od_fallback_used,fallback_reason,selected_od_count,noncritical_count,noncritical_background_mode,ecmp_background_used,previous_background_used,full_od_lp_used,selected_od_lp_used,stage2_used,disturbance_finalization_used,random_forest_gate_used,sticky_gate_used,solver_backend,dqn_action,action_name,action,db_budget,decision_ms,lp_status
abilene,2026,gnn_lpd_dqn_selective_db_lp,-1.2712864231093746,0.9576978146076555,0.04134051262034948,0.030000000000000002,0.0395917185912689,1,1,1,gnn_lpd,0,131,131,40,120,120,1,2,0,0,selected_k_pr_failed_no_full_override,120,11,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K40_DB_0.03,OPTIMIZE_K40_DB_0.03,4,0.03,22.019791998900473,Optimal
abilene,2027,gnn_lpd_dqn_selective_db_lp,4.785569432808994,0.9866084140471058,0.04054047740781725,0.029999999999999968,0.0399975761200391,1,1,1,gnn_lpd,0,132,132,30,50,50,1,1,0,0,none,50,82,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.03,OPTIMIZE_K30_DB_0.03,2,0.03,11.752250000427011,Optimal
abilene,2028,gnn_lpd_dqn_selective_db_lp,-274.99703969595896,0.5014505287801614,0.18920834106111592,0.010000000000000002,0.0948786226747137,1,1,1,gnn_lpd,0,131,131,30,120,120,1,2,0,0,selected_k_pr_failed_no_full_override,120,11,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,OPTIMIZE_K30_DB_0.01,1,0.01,20.034667002619244,Optimal
abilene,2029,gnn_lpd_dqn_selective_db_lp,-230.29429362707089,0.5683279644609488,0.1627880217977785,0.030000000000000002,0.092516985066956,1,1,1,gnn_lpd,0,131,131,40,120,120,1,2,0,0,selected_k_pr_failed_no_full_override,120,11,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K40_DB_0.03,OPTIMIZE_K40_DB_0.03,4,0.03,35.85962500073947,Optimal
abilene,2030,gnn_lpd_dqn_selective_db_lp,-166.35417024430217,0.6704739550710088,0.13743810677787743,0.029999999999999995,0.0921486710288351,1,1,1,gnn_lpd,0,131,131,30,120,120,1,2,0,0,selected_k_pr_failed_no_full_override,120,11,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.03,OPTIMIZE_K30_DB_0.03,2,0.03,33.894500003953,Optimal
abilene,2031,gnn_lpd_dqn_selective_db_lp,-119.70086034242955,0.7488029093930522,0.11693436848776036,0.010000000000000028,0.0875607953316742,1,1,1,gnn_lpd,0,132,132,30,120,120,1,2,0,0,selected_k_pr_failed_no_full_override,120,12,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,OPTIMIZE_K30_DB_0.01,1,0.01,19.514667001203634,Optimal
abilene,2032,gnn_lpd_dqn_selective_db_lp,1.492945022186325,0.9999999999999986,0.0675875671568417,0.02292742562710179,0.0675875671568416,1,1,1,gnn_lpd,0,131,131,40,120,120,1,2,0,0,none,120,11,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K40_DB_0.03,OPTIMIZE_K40_DB_0.03,4,0.03,19.23220900062006,Optimal
abilene,2033,gnn_lpd_dqn_selective_db_lp,4.808333713463161,0.9999999999999998,0.05943216105637651,0.029352708184618097,0.0594321610563765,1,1,1,gnn_lpd,0,130,130,30,50,50,1,1,0,0,none,50,80,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.03,OPTIMIZE_K30_DB_0.03,2,0.03,11.08504099829588,Optimal
abilene,2034,gnn_lpd_dqn_selective_db_lp,1.961276158790034,0.9999999999999999,0.05560410173925301,0.0071570502401818665,0.055604101739253,1,1,1,gnn_lpd,0,131,131,30,120,120,1,2,0,0,none,120,11,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,OPTIMIZE_K30_DB_0.01,1,0.01,24.012334004510194,Optimal
abilene,2035,gnn_lpd_dqn_selective_db_lp,5.44654424025759,0.9999999999999989,0.050444055341124054,0.02477762532470113,0.050444055341124,1,1,1,gnn_lpd,0,131,131,40,40,40,0,0,0,0,none,40,91,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K40_DB_0.03,OPTIMIZE_K40_DB_0.03,4,0.03,10.127000001375563,Optimal
abilene,2036,gnn_lpd_dqn_selective_db_lp,-74.29505299087785,0.8274315726375282,0.10796648244023752,0.030000000000000034,0.0893348763576678,1,1,1,gnn_lpd,0,130,130,30,120,120,1,2,0,0,selected_k_pr_failed_no_full_override,120,10,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.03,OPTIMIZE_K30_DB_0.03,2,0.03,36.520040994219016,Optimal
abilene,2037,gnn_lpd_dqn_selective_db_lp,-11.745847829809186,0.9387697963227994,0.04447564082194053,0.009999999999999967,0.0417523882757391,1,1,1,gnn_lpd,0,130,130,30,120,120,1,2,0,0,selected_k_pr_failed_no_full_override,120,10,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,OPTIMIZE_K30_DB_0.01,1,0.01,20.38495799934026,Optimal
abilene,2038,gnn_lpd_dqn_selective_db_lp,1.2614540387532953,0.9873120687582254,0.08525270675970936,0.03000000000000014,0.084171026278167,1,1,1,gnn_lpd,0,131,131,40,120,120,1,2,0,0,none,120,11,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K40_DB_0.03,OPTIMIZE_K40_DB_0.03,4,0.03,36.00837499834597,Optimal
abilene,2039,gnn_lpd_dqn_selective_db_lp,5.137352592593584,0.9999999999999989,0.062181714462536966,0.018159533013548886,0.0621817144625369,1,1,1,gnn_lpd,0,131,131,30,50,50,1,1,0,0,none,50,81,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.03,OPTIMIZE_K30_DB_0.03,2,0.03,17.861416999949142,Optimal
abilene,2040,gnn_lpd_dqn_selective_db_lp,5.378191287541139,0.9746537327185224,0.08190340600204511,0.010000000000000016,0.0798274603822539,1,1,1,gnn_lpd,0,130,130,30,50,50,1,1,0,0,none,50,80,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,OPTIMIZE_K30_DB_0.01,1,0.01,16.739459002565127,Optimal
abilene,2041,gnn_lpd_dqn_selective_db_lp,7.597843062697604,0.9999999999999993,0.06552729472487924,0.003040422910209823,0.0655272947248792,1,1,1,gnn_lpd,0,131,131,30,50,50,1,1,0,0,none,50,81,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,OPTIMIZE_K30_DB_0.01,1,0.01,10.944249996100552,Optimal
abilene,2042,gnn_lpd_dqn_selective_db_lp,8.54033646562523,0.9999999999999992,0.07029198861470626,0.005097592812455673,0.0702919886147062,1,1,1,gnn_lpd,0,131,131,30,30,30,0,0,0,0,none,30,101,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,OPTIMIZE_K30_DB_0.01,1,0.01,6.735750001098495,Optimal
abilene,2043,gnn_lpd_dqn_selective_db_lp,1.2551555548332194,0.9696829841648648,0.04241428878290926,0.02999999999999994,0.0411284141182418,1,1,1,gnn_lpd,0,130,130,40,120,120,1,2,0,0,none,120,10,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K40_DB_0.03,OPTIMIZE_K40_DB_0.03,4,0.03,38.78104199975496,Optimal
abilene,2044,gnn_lpd_dqn_selective_db_lp,1.2632362450242924,0.9786964351164997,0.042947666003465015,0.02999999999999998,0.0420327276141653,1,1,1,gnn_lpd,0,132,132,30,120,120,1,2,0,0,none,120,12,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.03,OPTIMIZE_K30_DB_0.03,2,0.03,32.50304199900711,Optimal
abilene,2045,gnn_lpd_dqn_selective_db_lp,1.876864240187238,0.9863039109388244,0.041801988595476895,0.009999999999999992,0.041229464836739,1,1,1,gnn_lpd,0,131,131,30,120,120,1,2,0,0,none,120,11,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,OPTIMIZE_K30_DB_0.01,1,0.01,20.396542000526097,Optimal
abilene,2046,gnn_lpd_dqn_selective_db_lp,1.8427296064492171,0.9999999999999997,0.042594429814527116,0.01127174921837025,0.0425944298145271,1,1,1,gnn_lpd,0,130,130,40,120,120,1,2,0,0,none,120,10,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K40_DB_0.03,OPTIMIZE_K40_DB_0.03,4,0.03,19.1179169996758,Optimal
abilene,2047,gnn_lpd_dqn_selective_db_lp,4.784748340457587,0.9818283722844927,0.04458494776068765,0.029999999999999995,0.0437747666882651,1,1,1,gnn_lpd,0,129,129,30,50,50,1,1,0,0,none,50,79,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.03,OPTIMIZE_K30_DB_0.03,2,0.03,11.617333999311086,Optimal
abilene,2048,gnn_lpd_dqn_selective_db_lp,5.386834782381974,0.9922922419263133,0.0431553267896214,0.01,0.0428226959711361,1,1,1,gnn_lpd,0,130,130,30,50,50,1,1,0,0,none,50,80,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,OPTIMIZE_K30_DB_0.01,1,0.01,11.623666003288236,Optimal
abilene,2049,gnn_lpd_dqn_selective_db_lp,8.461108582851177,0.9926606336466149,0.044475151834789145,0.007674412562537572,0.0441487324018512,1,1,1,gnn_lpd,0,131,131,30,30,30,0,0,0,0,none,30,101,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,OPTIMIZE_K30_DB_0.01,1,0.01,7.191167002019938,Optimal
abilene,2050,gnn_lpd_dqn_selective_db_lp,7.386368178227496,0.9886323511480576,0.042197801961634064,0.009999999999999986,0.0417181121666104,1,1,1,gnn_lpd,0,130,130,30,50,50,1,1,0,0,none,50,80,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,OPTIMIZE_K30_DB_0.01,1,0.01,11.358292002114467,Optimal
abilene,2051,gnn_lpd_dqn_selective_db_lp,5.5060580443806595,0.9870789456235116,0.042396236958122384,0.022787567891496618,0.041848432875028,1,1,1,gnn_lpd,0,130,130,40,40,40,0,0,0,0,none,40,90,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K40_DB_0.03,OPTIMIZE_K40_DB_0.03,4,0.03,7.730707999144215,Optimal
abilene,2052,gnn_lpd_dqn_selective_db_lp,5.436640888514792,0.9999999999999997,0.042085186253872614,0.008222118982871294,0.0420851862538726,1,1,1,gnn_lpd,0,128,128,30,50,50,1,1,0,0,none,50,78,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.03,OPTIMIZE_K30_DB_0.03,2,0.03,16.695541999069974,Optimal
abilene,2053,gnn_lpd_dqn_selective_db_lp,5.558952913131726,0.999999999999998,0.041296582473742384,0.004339001495694274,0.0412965824737423,1,1,1,gnn_lpd,0,131,131,30,50,50,1,1,0,0,none,50,81,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,OPTIMIZE_K30_DB_0.01,1,0.01,10.877041997446213,Optimal
abilene,2054,gnn_lpd_dqn_selective_db_lp,5.527892949871973,0.9864990357403692,0.043433486522045185,0.02203339107582187,0.0428470925728399,1,1,1,gnn_lpd,0,130,130,40,40,40,0,0,0,0,none,40,90,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K40_DB_0.03,OPTIMIZE_K40_DB_0.03,4,0.03,8.405125001445413,Optimal
abilene,2055,gnn_lpd_dqn_selective_db_lp,6.202812095855296,0.999999999999999,0.04382005890290584,0.016343327338008185,0.0438200589029058,1,1,1,gnn_lpd,0,129,129,30,30,30,0,0,0,0,none,30,99,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.03,OPTIMIZE_K30_DB_0.03,2,0.03,6.888084004458506,Optimal
abilene,2056,gnn_lpd_dqn_selective_db_lp,6.387643549744099,0.9802581637122855,0.04557177535893969,0.010000000000000014,0.044672104830463,1,1,1,gnn_lpd,0,130,130,30,30,30,0,0,0,0,none,30,100,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,OPTIMIZE_K30_DB_0.01,1,0.01,8.408082998357713,Optimal
abilene,2057,gnn_lpd_dqn_selective_db_lp,8.389720740995484,0.9827847449688094,0.045418013810828044,0.010000000000000037,0.0446361311200645,1,1,1,gnn_lpd,0,132,132,30,30,30,0,0,0,0,none,30,102,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,OPTIMIZE_K30_DB_0.01,1,0.01,6.8362079982762225,Optimal
abilene,2058,gnn_lpd_dqn_selective_db_lp,7.535075374343044,0.9999999999999992,0.04509690138210933,0.004922965288534171,0.0450969013821093,1,1,1,gnn_lpd,0,131,131,30,50,50,1,1,0,0,none,50,81,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,OPTIMIZE_K30_DB_0.01,1,0.01,17.235667000932153,Optimal
abilene,2059,gnn_lpd_dqn_selective_db_lp,7.654711072790928,0.999999999999998,0.04488155853844459,0.0009541642404618225,0.0448815585384445,1,1,1,gnn_lpd,0,131,131,30,50,50,1,1,0,0,none,50,81,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,OPTIMIZE_K30_DB_0.01,1,0.01,16.663999995216727,Optimal
abilene,2060,gnn_lpd_dqn_selective_db_lp,5.936562152321689,0.9999999999999997,0.044251125155677716,0.008501349089255684,0.0442511251556777,1,1,1,gnn_lpd,0,131,131,40,40,40,0,0,0,0,none,40,91,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K40_DB_0.03,OPTIMIZE_K40_DB_0.03,4,0.03,8.39737500064075,Optimal
abilene,2061,gnn_lpd_dqn_selective_db_lp,6.2886806426258595,0.9973453169949679,0.044230325727332986,0.01346762789240532,0.0441129082333176,1,1,1,gnn_lpd,0,130,130,30,30,30,0,0,0,0,none,30,100,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.03,OPTIMIZE_K30_DB_0.03,2,0.03,6.759584000974428,Optimal
abilene,2062,gnn_lpd_dqn_selective_db_lp,5.392549999123962,0.9930724987843277,0.04358905906118054,0.00984739722090224,0.0432870958015442,1,1,1,gnn_lpd,0,130,130,30,50,50,1,1,0,0,none,50,80,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,OPTIMIZE_K30_DB_0.01,1,0.01,10.642584005836397,Optimal
abilene,2063,gnn_lpd_dqn_selective_db_lp,5.8958601816577065,0.9838048288066864,0.0443978454176617,0.009757435836971695,0.0436788147105084,1,1,1,gnn_lpd,0,131,131,40,40,40,0,0,0,0,none,40,91,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K40_DB_0.03,OPTIMIZE_K40_DB_0.03,4,0.03,8.177708994480781,Optimal
abilene,2064,gnn_lpd_dqn_selective_db_lp,5.915792188220976,0.9999999999999978,0.044391668132776695,0.025903875659296603,0.0443916681327766,1,1,1,gnn_lpd,0,131,131,30,30,30,0,0,0,0,none,30,101,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.03,OPTIMIZE_K30_DB_0.03,2,0.03,7.091542000125628,Optimal
abilene,2065,gnn_lpd_dqn_selective_db_lp,6.561074712319422,0.9999999999999993,0.04427094648351833,0.0044005818225111406,0.0442709464835183,1,1,1,gnn_lpd,0,132,132,30,30,30,0,0,0,0,none,30,102,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,OPTIMIZE_K30_DB_0.01,1,0.01,6.907833005243447,Optimal
abilene,2066,gnn_lpd_dqn_selective_db_lp,8.593126523639434,0.9999999999999979,0.0456294592890528,0.0033391630788563134,0.0456294592890527,1,1,1,gnn_lpd,0,132,132,30,30,30,0,0,0,0,none,30,102,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,OPTIMIZE_K30_DB_0.01,1,0.01,6.698583994875662,Optimal
abilene,2067,gnn_lpd_dqn_selective_db_lp,8.590640764944393,0.9999999999999986,0.044822867447510364,0.003433188401817713,0.0448228674475103,1,1,1,gnn_lpd,0,130,130,30,30,30,0,0,0,0,none,30,100,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,OPTIMIZE_K30_DB_0.01,1,0.01,6.3635830010753125,Optimal
abilene,2068,gnn_lpd_dqn_selective_db_lp,8.64943957461475,0.9999999999999996,0.04450997951320342,0.0014721058461989126,0.0445099795132034,1,1,1,gnn_lpd,0,132,132,30,30,30,0,0,0,0,none,30,102,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,OPTIMIZE_K30_DB_0.01,1,0.01,6.397249999281485,Optimal
abilene,2069,gnn_lpd_dqn_selective_db_lp,8.641352236933287,0.9999999999999986,0.04357232761178766,0.0017427851357116255,0.0435723276117876,1,1,1,gnn_lpd,0,132,132,30,30,30,0,0,0,0,none,30,102,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,OPTIMIZE_K30_DB_0.01,1,0.01,6.364208995364606,Optimal
abilene,2070,gnn_lpd_dqn_selective_db_lp,8.530077312306961,0.9999999999999984,0.04399803717350287,0.0054517479231873745,0.0439980371735028,1,1,1,gnn_lpd,0,131,131,30,30,30,0,0,0,0,none,30,101,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,OPTIMIZE_K30_DB_0.01,1,0.01,6.370249997416977,Optimal
abilene,2071,gnn_lpd_dqn_selective_db_lp,8.38807033615364,0.9710754307919585,0.04738561466081977,0.01,0.0460150061700973,1,1,1,gnn_lpd,0,131,131,30,30,30,0,0,0,0,none,30,101,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,OPTIMIZE_K30_DB_0.01,1,0.01,6.1447500047506765,Optimal
abilene,2072,gnn_lpd_dqn_selective_db_lp,8.38455255191371,0.9781096345835035,0.04780637995479085,0.010000000000000012,0.0467598808283406,1,1,1,gnn_lpd,0,131,131,30,30,30,0,0,0,0,none,30,101,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,OPTIMIZE_K30_DB_0.01,1,0.01,11.069375002989545,Optimal
abilene,2073,gnn_lpd_dqn_selective_db_lp,8.389818698678924,0.9877430783980643,0.04835463450453919,0.009999999999999998,0.0477619555403268,1,1,1,gnn_lpd,0,131,131,30,30,30,0,0,0,0,none,30,101,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,OPTIMIZE_K30_DB_0.01,1,0.01,7.729917000688147,Optimal
abilene,2074,gnn_lpd_dqn_selective_db_lp,8.392988354918549,0.9999461495786175,0.04851020787562726,0.010000000000000002,0.0485075955804918,1,1,1,gnn_lpd,0,130,130,30,30,30,0,0,0,0,none,30,100,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,OPTIMIZE_K30_DB_0.01,1,0.01,7.000874997174833,Optimal
abilene,2075,gnn_lpd_dqn_selective_db_lp,8.672482353900218,0.9999999999999981,0.04850864219329049,0.000680390969977877,0.0485086421932904,1,1,1,gnn_lpd,0,131,131,30,30,30,0,0,0,0,none,30,101,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,OPTIMIZE_K30_DB_0.01,1,0.01,7.105917000444606,Optimal
abilene,2076,gnn_lpd_dqn_selective_db_lp,8.393676839349364,0.9999999999999996,0.045446230110622224,0.009989662288246376,0.0454462301106222,1,1,1,gnn_lpd,0,131,131,30,30,30,0,0,0,0,none,30,101,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,OPTIMIZE_K30_DB_0.01,1,0.01,6.633292003243696,Optimal
abilene,2077,gnn_lpd_dqn_selective_db_lp,8.58063683366294,0.9999999999999996,0.04603719604952682,0.0037548874777639124,0.0460371960495268,1,1,1,gnn_lpd,0,131,131,30,30,30,0,0,0,0,none,30,101,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,OPTIMIZE_K30_DB_0.01,1,0.01,6.716542004141957,Optimal
abilene,2078,gnn_lpd_dqn_selective_db_lp,8.489291604104443,0.9999999999999988,0.04448987281911315,0.006806352063394816,0.0444898728191131,1,1,1,gnn_lpd,0,131,131,30,30,30,0,0,0,0,none,30,101,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,OPTIMIZE_K30_DB_0.01,1,0.01,6.5178339937119745,Optimal
abilene,2079,gnn_lpd_dqn_selective_db_lp,8.390538535196377,0.9853626759823991,0.04434235465670121,0.010000000000000018,0.0436933012438877,1,1,1,gnn_lpd,0,128,128,30,30,30,0,0,0,0,none,30,98,ecmp,1,0,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,OPTIMIZE_K30_DB_0.01,1,0.01,6.534000000101514,Optimal
